CO_GT ;konsentrasi_CO ;konsentrasi_NMHC;konsentrasi_C6H6;konsentrasi_NMHC ;konsentrasi_NO;konsentrasi_Nox;konsentrasi_NO2;konsentrasi_NO2 ;konsentrasi_O3;konsentrasi_RH ;konsentrasi_AH 
1;990;-200;4;705;217;873;139;913;772;41;0
1;1.011;-200;4;732;236;830;147;944;826;43;0
1;1.041;-200;5;763;196;790;130;1.003;808;48;1
2;1.086;-200;7;850;233;723;143;1.072;901;46;1
1;1.021;-200;5;755;207;807;143;980;763;46;1
1;1.014;-200;5;761;198;806;136;972;722;45;1
1;1.023;-200;5;771;212;807;143;982;735;42;0
2;1.172;-200;10;977;280;657;177;1.160;1.047;45;0
3;1.172;-200;11;1.017;315;623;198;1.185;1.163;48;1
3;1.219;-200;13;1.081;378;590;200;1.246;1.244;47;0
3;1.106;-200;8;891;320;708;191;1.058;1.025;47;0
2;1.078;-200;6;824;265;759;169;1.016;982;48;0
1;939;-200;3;637;129;960;106;883;607;48;0
1;975;-200;3;670;129;943;105;910;616;49;0
1;958;-200;3;660;172;935;130;905;654;48;0
1;921;-200;2;594;100;1.025;82;867;479;50;0
1;931;-200;2;580;-200;983;-200;863;487;53;0
-200;874;-200;1;472;49;1.179;45;803;382;50;0
0;872;-200;1;476;36;1.249;35;794;350;48;0
1;904;-200;1;530;79;1.079;60;846;438;50;0
1;951;-200;2;568;128;1.021;90;888;578;51;0
2;1.183;-200;8;896;456;673;205;1.115;1.140;49;0
3;1.187;-200;10;970;477;625;199;1.174;1.203;45;0
2;1.072;-200;7;874;342;715;153;1.033;1.000;37;0
1;1.011;-200;5;780;254;805;163;964;806;36;0
1;997;-200;5;752;231;837;152;952;724;34;0
1;989;-200;6;791;213;804;146;953;690;33;0
2;1.006;-200;7;837;208;775;146;971;757;33;0
2;1.016;-200;7;845;270;771;134;987;818;32;0
2;1.069;-200;8;918;276;724;164;1.045;936;31;0
2;1.109;-200;10;989;375;664;141;1.096;1.133;32;0
3;1.182;-200;13;1.071;395;617;204;1.187;1.298;36;0
3;1.253;-200;16;1.179;421;573;210;1.268;1.387;39;0
5;1.288;-200;18;1.228;632;549;250;1.333;1.502;40;0
3;1.153;-200;10;981;424;666;202;1.097;1.273;41;0
2;1.161;-200;10;969;369;677;190;1.111;1.271;44;0
3;1.271;-200;12;1.031;484;618;236;1.138;1.464;52;0
3;1.156;-200;8;909;456;684;250;1.023;1.384;55;0
2;1.106;-200;7;850;373;727;219;997;1.281;58;0
2;1.008;-200;4;726;228;834;156;913;1.083;57;0
1;966;-200;4;703;-200;865;-200;903;989;60;0
1;931;-200;3;627;117;948;98;860;911;59;0
1;922;-200;2;611;108;962;89;867;893;60;0
1;911;-200;2;606;126;950;104;866;894;60;0
1;993;-200;5;736;235;819;148;941;1.018;65;0
2;1.100;-200;9;919;339;678;194;1.072;1.191;65;0
3;1.141;-200;9;940;399;651;231;1.099;1.285;60;0
2;1.085;-200;6;800;346;750;200;983;1.219;57;0
2;1.153;-200;7;853;407;696;217;1.027;1.370;54;0
2;1.122;-200;6;831;393;722;210;982;1.317;44;0
1;992;-200;4;685;166;890;126;902;818;35;0
1;1.018;-200;4;693;157;868;118;937;683;32;1
1;981;-200;3;649;141;924;114;901;573;35;1
1;988;-200;3;679;144;905;117;911;595;32;0
1;1.059;-200;5;777;191;797;140;969;774;29;0
2;1.110;-200;7;870;255;708;168;1.057;1.059;33;0
3;1.204;-200;10;979;379;639;202;1.147;1.326;35;0
3;1.275;-200;12;1.061;427;593;211;1.203;1.494;37;0
3;1.297;-200;12;1.044;509;600;231;1.185;1.559;40;0
3;1.277;-200;10;991;459;609;214;1.141;1.575;42;0
2;1.207;-200;8;888;293;664;181;1.062;1.447;42;0
2;1.222;-200;8;880;269;684;173;1.083;1.367;45;1
2;1.141;-200;6;816;244;745;169;1.026;1.230;46;1
2;1.228;-200;8;913;293;643;174;1.124;1.396;50;1
2;1.120;-200;5;770;-200;756;-200;1.012;1.191;50;1
2;1.067;-200;5;758;177;775;130;993;1.009;47;1
1;947;-200;2;580;81;978;72;894;572;49;1
1;918;-200;1;501;42;1.148;40;881;420;55;1
1;920;-200;1;506;61;1.142;56;905;453;56;1
1;941;-200;2;541;101;1.065;81;919;520;54;1
1;949;-200;2;552;98;1.035;81;919;531;51;1
1;990;-200;2;604;114;944;88;947;579;48;1
1;996;-200;3;620;118;928;94;946;570;46;1
1;1.023;-200;3;623;120;916;97;976;571;56;1
1;1.037;-200;3;636;151;891;112;1.024;582;67;1
1;1.017;-200;2;613;131;919;104;1.007;551;65;1
1;1.042;-200;3;671;145;861;107;1.038;634;61;1
1;1.037;-200;3;665;156;854;114;1.013;633;57;1
1;1.009;-200;3;640;151;915;115;996;613;56;1
1;1.033;-200;3;675;173;853;127;1.006;702;58;1
1;1.016;-200;3;647;154;906;119;997;649;63;1
2;1.076;-200;5;745;221;801;149;1.040;841;59;1
1;1.029;-200;4;699;193;851;140;1.001;795;57;1
1;984;-200;3;661;130;898;105;965;638;54;1
1;1.003;-200;4;694;156;876;116;976;663;53;1
1;1.009;-200;3;671;148;877;112;1.010;610;63;1
1;946;-200;2;588;93;1.005;80;948;480;62;1
1;910;-200;1;518;66;1.130;59;936;404;70;1
1;886;-200;1;464;-200;1.273;-200;919;357;79;1
-200;879;-200;1;447;38;1.317;36;910;348;82;1
1;907;-200;1;502;50;1.129;49;947;399;82;1
1;949;-200;2;589;77;987;63;1.001;464;84;1
1;1.054;-200;6;786;183;766;123;1.129;699;81;1
2;1.214;-200;11;1.010;256;609;164;1.282;1.006;75;1
3;1.253;-200;13;1.095;355;566;218;1.375;1.206;78;1
3;1.197;-200;10;964;491;614;254;1.260;1.122;84;1
2;1.156;-200;7;859;387;684;210;1.196;1.069;77;1
2;1.132;-200;7;837;384;694;208;1.199;1.062;68;1
2;1.207;-200;9;950;368;623;204;1.303;1.162;65;1
2;1.127;-200;8;896;258;664;172;1.227;1.010;64;1
2;1.112;-200;7;851;231;694;157;1.184;931;71;1
2;1.186;-200;9;925;290;641;181;1.272;1.025;74;1
2;1.192;-200;10;976;335;618;194;1.290;1.110;70;1
2;1.177;-200;9;931;293;656;193;1.281;979;78;1
5;1.478;-200;20;1.301;526;469;252;1.682;1.409;81;1
6;1.486;-200;20;1.289;607;466;283;1.633;1.438;80;1
3;1.118;-200;7;863;326;680;208;1.194;1.083;74;1
1;1.019;-200;4;730;188;811;143;1.082;916;72;1
1;961;-200;3;643;163;914;124;1.046;825;71;1
1;931;-200;2;591;102;1.015;89;1.015;704;70;1
1;938;-200;2;592;95;992;85;1.032;668;81;1
1;888;-200;1;511;71;1.112;66;963;512;83;1
0;844;-200;1;454;-200;1.327;-200;908;385;87;1
0;851;-200;1;440;46;1.349;46;918;377;85;1
1;905;-200;1;503;62;1.152;60;956;467;85;1
1;987;-200;3;628;170;929;117;1.035;691;85;1
2;1.124;-200;7;842;313;690;178;1.180;981;85;1
4;1.408;-200;17;1.200;687;490;295;1.523;1.369;83;1
5;1.501;-200;24;1.403;757;418;243;1.789;1.589;80;1
4;1.266;-200;15;1.149;559;528;255;1.435;1.370;74;1
2;1.082;-200;7;855;286;725;201;1.140;1.005;58;1
2;1.123;-200;9;942;324;653;208;1.225;1.105;49;1
2;1.174;-200;10;979;316;611;212;1.282;1.142;64;1
3;1.209;-200;13;1.082;407;573;238;1.355;1.105;71;1
2;1.120;-200;9;940;305;657;201;1.245;917;71;1
3;1.174;-200;11;1.010;360;613;218;1.305;1.050;69;1
2;1.068;-200;8;896;339;702;222;1.177;848;71;1
2;1.146;-200;10;985;304;650;206;1.236;952;73;1
4;1.204;-200;13;1.089;397;601;251;1.335;1.059;72;1
3;1.062;-200;8;903;270;717;190;1.141;720;78;1
3;1.122;-200;9;919;339;680;218;1.201;981;80;1
1;940;-200;4;686;190;903;150;1.005;648;76;1
1;935;-200;3;628;126;995;111;986;611;77;1
2;1.011;-200;4;725;189;852;142;1.050;773;78;1
1;952;-200;3;665;146;907;119;1.007;703;79;1
1;899;-200;2;572;98;1.063;87;951;560;79;1
1;880;-200;1;533;-200;1.161;-200;948;499;81;1
1;882;-200;1;516;75;1.132;70;959;575;83;1
1;844;-200;1;466;77;1.261;68;894;478;76;1
1;860;-200;1;497;72;1.251;66;912;442;76;1
1;917;-200;2;597;152;1.084;117;994;602;76;1
2;1.126;-200;8;886;337;719;197;1.208;936;79;1
2;1.033;-200;6;820;360;740;198;1.114;870;80;1
1;944;-200;4;697;243;881;167;1.022;688;83;1
1;955;-200;4;687;277;895;180;1.004;706;84;1
1;992;-200;4;694;266;900;169;1.020;756;80;1
2;1.090;-200;8;910;317;701;210;1.192;974;75;1
3;1.151;-200;10;983;375;629;232;1.244;1.121;73;1
2;1.148;-200;10;975;349;638;223;1.243;1.064;75;1
2;1.140;-200;9;946;377;653;224;1.231;1.076;76;1
3;1.160;-200;10;990;403;632;238;1.254;1.090;78;1
3;1.167;-200;11;1.027;422;610;249;1.289;1.119;79;1
3;1.194;-200;12;1.038;388;605;223;1.317;1.181;79;1
3;1.224;-200;13;1.071;431;590;244;1.331;1.240;78;1
3;1.209;-200;11;1.028;425;619;243;1.264;1.254;80;1
3;1.145;-200;10;962;391;657;226;1.212;1.192;79;1
2;1.016;-200;5;744;231;825;167;1.053;1.020;78;1
2;1.018;-200;5;750;248;831;172;1.051;916;83;1
1;937;-200;3;625;142;977;120;983;798;75;1
1;949;-200;3;647;117;956;100;1.023;762;81;1
1;895;-200;2;545;-200;1.080;-200;964;685;81;1
-200;884;-200;1;528;96;1.148;86;960;619;85;1
1;883;-200;1;518;87;1.135;81;962;606;85;1
1;968;-200;3;652;197;937;131;1.051;788;84;1
2;1.071;-200;6;787;290;755;170;;947;84;1
3;1.310;-200;13;1.082;621;555;267;1.400;1.254;83;1
4;1.332;-200;15;1.132;645;522;269;1.439;1.352;84;1
3;1.178;-200;9;939;573;640;244;1.228;1.165;84;1
2;1.093;-200;7;836;414;728;232;1.142;1.025;82;1
1;1.060;-200;5;784;314;770;196;1.117;941;80;1
2;1.121;-200;7;873;317;697;195;1.206;1.000;76;1
2;1.118;-200;8;888;290;685;189;1.223;962;69;1
2;1.205;-200;11;1.002;385;612;212;1.299;1.214;66;1
3;1.274;-200;13;1.094;507;537;267;1.364;1.428;71;1
3;1.301;-200;13;1.092;534;525;262;1.388;1.484;72;1
4;1.405;-200;18;1.224;601;468;270;1.503;1.658;74;1
4;1.375;-200;18;1.230;583;473;260;1.522;1.632;76;1
4;1.367;-200;18;1.225;551;485;265;1.492;1.628;75;1
4;1.324;-200;14;1.121;547;531;262;1.399;1.481;78;1
2;1.170;-200;8;917;385;652;227;1.218;1.205;81;1
2;1.169;-200;8;895;318;681;192;1.201;1.106;82;1
3;1.181;-200;8;905;356;657;202;1.215;1.106;84;1
2;1.146;-200;7;860;326;692;189;1.181;1.092;84;1
2;1.059;-200;5;773;233;767;157;1.127;984;84;1
1;1.010;-200;3;679;-200;854;-200;1.046;889;83;1
1;1.007;-200;3;677;116;863;97;1.053;848;83;1
1;932;-200;2;595;120;991;100;1.025;771;83;1
1;998;-200;4;717;228;872;146;1.095;895;81;1
1;1.072;-200;6;819;303;751;175;1.161;1.003;80;1
4;1.424;-200;19;1.260;-200;494;-200;1.568;1.442;80;1
6;1.527;-200;28;1.502;-200;411;-200;1.868;1.727;77;1
4;1.364;-200;18;1.234;529;504;190;1.533;1.606;67;1
3;1.190;-200;12;1.044;615;615;166;1.324;1.354;52;1
2;1.021;-200;7;839;298;771;153;1.084;914;40;1
2;1.051;-200;8;914;317;707;167;1.122;913;45;1
2;1.021;-200;8;882;305;727;137;1.097;847;42;1
2;1.016;-200;7;842;253;762;140;1.067;778;39;1
2;1.040;-200;8;893;296;723;150;1.104;835;39;1
2;1.089;-200;8;916;293;710;152;1.124;903;38;1
3;1.148;-200;12;1.054;353;631;177;1.233;1.157;43;1
3;1.162;-200;13;1.070;399;625;189;1.229;1.237;48;1
4;1.197;-200;14;1.102;454;609;195;1.309;1.253;51;1
2;1.059;-200;8;905;356;735;179;1.098;1.130;53;1
3;1.207;-200;11;1.023;473;629;188;1.233;1.373;62;1
3;1.188;-200;10;983;482;648;170;1.193;1.338;68;1
3;1.153;-200;9;933;443;687;161;1.133;1.268;69;1
2;1.061;-200;7;849;373;757;145;1.063;1.125;70;1
2;1.028;-200;6;831;320;771;136;1.063;1.054;71;1
2;1.082;-200;7;843;-200;729;-200;1.061;1.090;74;1
2;1.037;-200;5;771;233;784;122;1.004;1.029;75;1
1;942;-200;4;688;161;897;115;947;882;66;1
1;904;-200;3;633;137;993;103;897;717;61;1
1;855;-200;2;578;144;1.121;108;855;599;54;1
1;914;-200;4;705;182;966;124;926;687;51;0
2;933;-200;4;714;227;899;133;927;706;50;0
2;942;-200;4;696;203;920;124;912;682;45;1
1;943;-200;4;688;179;924;116;909;629;44;1
2;959;-200;4;717;171;892;113;939;664;43;1
3;971;-200;5;739;181;868;117;972;664;44;1
3;954;-200;5;735;175;863;118;953;630;44;1
3;929;-200;3;645;148;962;108;906;524;45;1
3;933;-200;3;660;132;955;98;911;488;47;1
3;967;-200;4;704;162;888;117;961;609;56;1
3;987;-200;4;723;185;863;126;974;684;62;1
3;1.003;-200;5;772;234;821;142;1.008;788;58;1
4;1.138;-200;10;986;275;663;157;1.188;1.030;57;1
4;1.087;-200;8;903;272;713;161;1.106;1.026;57;1
4;1.129;-200;9;920;331;689;169;1.139;1.182;59;1
4;1.191;-200;11;1.005;347;637;166;1.224;1.284;62;1
5;1.256;-200;12;1.032;488;612;189;1.230;1.371;60;1
4;1.171;-200;10;960;404;679;184;1.121;1.234;60;1
3;1.016;-200;5;780;255;798;145;1.004;1.060;64;1
3;1.035;-200;6;805;-200;790;-200;1.022;1.038;69;1
-200;980;-200;5;744;174;840;119;979;970;71;1
1;901;-200;3;631;108;988;87;915;751;66;1
1;914;-200;3;655;107;949;77;949;742;74;1
1;940;-200;3;665;188;900;112;955;879;76;1
1;935;-200;4;689;225;894;118;949;871;70;1
1;970;-200;4;691;208;891;124;956;890;65;1
2;1.064;-200;6;830;270;739;144;1.053;1.059;50;1
2;1.023;-200;5;776;202;817;128;972;808;37;0
1;955;-200;4;706;168;888;120;884;616;31;0
2;943;-200;4;714;191;898;131;868;609;33;0
1;895;-200;3;622;149;1.012;115;804;471;36;0
1;890;-200;2;601;101;1.053;82;803;391;40;0
1;904;-200;2;608;134;1.033;100;807;398;40;0
1;888;-200;2;611;150;1.035;111;791;419;39;0
1;905;-200;3;648;188;1.007;132;822;509;41;0
2;974;-200;5;757;254;886;155;884;723;42;0
3;1.048;-200;7;847;324;801;181;955;888;44;0
2;895;-200;3;660;238;975;155;826;596;47;0
1;875;-200;2;594;128;1.079;105;793;451;48;0
1;943;-200;4;703;169;950;119;870;581;49;0
2;947;-200;4;697;215;913;150;878;698;50;0
1;865;-200;2;566;111;1.119;94;797;423;53;0
1;823;-200;1;503;60;1.268;56;755;332;51;0
0;798;-200;1;452;-200;1.435;-200;699;280;48;0
0;781;-200;0;425;29;1.609;28;667;261;48;0
0;781;-200;0;409;25;1.664;25;669;252;50;0
0;779;-200;0;402;34;1.665;31;684;257;53;0
0;817;-200;1;462;89;1.378;66;732;308;53;0
1;893;-200;3;629;212;1.015;111;837;456;51;0
1;883;-200;3;659;216;943;122;842;527;49;0
1;839;-200;2;608;191;1.040;115;780;475;45;0
1;809;-200;2;587;200;1.084;123;744;434;43;0
1;805;-200;2;584;164;1.137;119;726;385;39;0
1;840;-200;3;661;185;1.016;125;757;435;37;0
1;812;-200;3;646;156;1.045;110;731;421;35;0
1;782;-200;2;594;155;1.134;111;673;371;32;0
1;799;-200;3;617;158;1.099;114;699;382;33;0
1;812;-200;3;640;166;1.093;114;716;408;35;0
2;922;-200;7;842;268;849;140;858;676;37;0
2;938;-200;8;903;309;790;141;885;798;38;0
3;939;-200;7;872;297;814;142;870;793;38;0
2;827;-200;4;687;225;1.015;123;727;573;37;0
1;776;-200;2;580;122;1.183;90;655;402;35;0
1;755;-200;1;538;100;1.285;79;621;343;34;0
1;766;-200;1;515;86;1.327;69;642;322;37;0
1;762;-200;1;487;71;1.364;60;640;307;41;0
0;736;-200;1;453;39;1.498;37;602;268;41;0
0;715;-200;0;387;-200;1.791;-200;559;227;40;0
0;716;-200;0;390;29;1.804;27;551;221;38;0
0;731;-200;0;408;32;1.727;30;561;225;38;0
0;735;-200;0;407;37;1.677;33;579;232;40;0
1;779;-200;1;500;134;1.361;84;652;313;41;0
2;915;-200;5;774;358;911;147;839;629;40;0
2;905;-200;6;818;354;853;143;840;790;37;0
1;835;-200;4;688;284;988;122;720;630;30;0
1;798;-200;2;609;213;1.122;109;660;472;29;0
1;783;-200;2;580;174;1.181;95;647;378;29;0
1;807;-200;3;623;157;1.097;94;684;384;31;0
1;827;-200;3;660;178;1.030;102;709;426;31;0
1;822;-200;3;632;187;1.074;107;701;442;32;0
1;830;-200;3;655;198;1.045;113;710;467;29;0
1;833;-200;3;653;186;1.073;110;708;448;29;0
1;882;-200;5;766;203;922;116;815;582;35;0
2;967;-200;8;880;313;815;148;887;892;35;0
3;1.009;-200;10;958;342;751;156;935;1.006;37;0
2;911;-200;5;777;310;913;159;796;852;36;0
1;808;-200;2;613;165;1.137;116;672;543;34;0
1;812;-200;3;621;152;1.143;110;669;529;32;0
1;790;-200;2;597;141;1.184;102;637;465;30;0
1;765;-200;2;544;122;1.253;93;601;405;30;0
1;761;-200;1;525;79;1.307;67;605;332;32;0
1;788;-200;1;486;-200;1.294;-200;650;420;41;0
-200;790;-200;1;471;81;1.302;75;669;532;45;0
0;804;-200;1;489;77;1.262;73;698;630;46;0
1;831;-200;1;537;124;1.158;96;722;768;47;0
1;881;-200;4;680;159;1.023;110;813;866;48;0
2;1.099;-200;11;1.013;396;690;150;1.056;1.254;51;0
3;1.100;-200;12;1.065;479;669;169;1.072;1.347;46;0
2;1.042;-200;8;910;438;774;181;922;1.216;33;0
2;1.026;-200;9;935;466;747;187;942;1.151;24;0
1;905;-200;6;796;288;900;146;767;699;19;0
1;891;-200;6;790;205;927;131;764;584;18;0
2;968;-200;9;938;311;790;161;897;836;19;0
1;909;-200;6;826;246;898;143;802;626;17;0
2;938;-200;9;945;356;804;176;855;878;14;0
2;971;-200;8;917;397;802;178;885;952;15;0
3;1.148;-200;18;1.226;579;624;207;1.126;1.460;19;0
5;1.299;-200;23;1.384;819;523;240;1.325;1.855;26;0
5;1.315;-200;19;1.269;754;551;236;1.282;1.860;34;0
3;1.180;-200;11;1.020;473;656;199;1.054;1.629;36;0
2;1.070;-200;6;821;300;754;170;936;1.454;40;0
1;1.031;-200;5;763;235;818;153;905;1.348;40;0
1;1.047;-200;5;778;207;799;140;907;1.326;42;0
1;1.030;-200;4;724;204;832;138;893;1.285;43;0
1;986;-200;4;682;155;875;117;884;1.205;46;0
1;992;-200;3;655;-200;876;-200;887;1.220;50;0
1;1.076;-200;4;715;179;783;119;947;1.448;56;0
1;1.104;-200;4;713;143;754;108;1.001;1.433;68;1
1;1.160;-200;5;770;212;702;121;1.063;1.447;74;1
1;1.217;-200;7;846;263;650;136;1.120;1.481;76;1
3;1.457;-200;16;1.167;648;496;175;1.422;1.785;72;1
4;1.337;-200;17;1.212;717;529;211;1.406;1.756;50;0
2;1.111;-200;9;931;389;687;186;1.069;1.368;39;0
2;1.165;-200;7;852;438;692;177;1.155;1.197;76;1
2;1.129;-200;5;783;282;757;147;1.127;1.084;79;1
1;1.092;-200;5;759;268;773;150;1.088;1.039;69;1
2;1.096;-200;5;777;248;767;148;1.107;961;66;1
2;1.108;-200;5;783;272;758;151;1.115;964;70;1
2;1.124;-200;6;787;291;740;151;1.147;941;72;1
2;1.216;-200;8;879;363;670;165;1.252;1.111;76;1
4;1.437;-200;17;1.202;660;507;197;1.510;1.459;80;1
5;1.473;-200;18;1.245;907;476;228;1.539;1.519;82;1
4;1.396;-200;16;1.164;639;508;196;1.488;1.412;84;1
4;1.285;-200;11;1.013;574;568;192;1.331;1.336;84;1
2;1.206;-200;9;928;373;621;161;1.235;1.285;83;1
2;1.179;-200;7;868;330;664;156;1.205;1.240;82;1
2;1.213;-200;8;877;336;654;158;1.206;1.282;81;1
2;1.142;-200;7;849;347;680;154;1.173;1.189;81;1
2;1.089;-200;5;750;241;765;138;1.108;1.117;81;1
1;982;-200;3;617;-200;891;-200;977;1.024;71;1
1;888;-200;1;526;96;1.134;92;912;744;65;1
1;979;-200;2;602;147;925;103;993;928;75;1
1;1.023;-200;4;690;210;833;117;1.049;1.006;76;1
2;1.153;-200;8;878;409;682;139;1.180;1.173;77;1
4;1.393;-200;17;1.204;719;506;167;1.497;1.568;74;1
6;1.567;-200;28;1.502;959;399;205;1.848;1.913;69;1
5;1.334;-200;16;1.174;744;524;216;1.432;1.643;61;1
3;1.280;-200;16;1.165;583;533;192;1.435;1.605;60;1
3;1.330;-200;15;1.145;597;537;188;1.399;1.668;58;1
3;1.349;-200;16;1.193;550;507;189;1.493;1.710;52;1
4;1.349;-200;16;1.167;499;515;192;1.443;1.632;48;1
4;1.344;-200;16;1.182;470;525;194;1.411;1.545;43;1
5;1.337;-200;17;1.198;568;521;217;1.401;1.557;42;1
4;1.316;-200;16;1.177;525;544;178;1.392;1.529;41;1
4;1.253;-200;13;1.094;481;575;183;1.327;1.430;48;1
4;1.258;-200;15;1.144;414;558;189;1.336;1.509;53;1
5;1.326;-200;19;1.253;565;514;225;1.479;1.615;55;1
2;1.109;-200;8;896;303;710;175;1.132;1.242;59;1
2;1.029;-200;5;762;221;820;153;1.049;1.065;60;1
2;1.112;-200;7;833;260;759;156;1.104;1.180;61;1
2;1.100;-200;6;810;327;768;172;1.070;1.158;60;1
2;1.136;-200;7;849;344;715;164;1.132;1.216;66;1
2;1.000;-200;4;712;270;848;157;989;971;60;1
2;1.041;-200;4;732;-200;789;-200;1.003;1.076;63;1
-200;1.009;-200;4;710;191;819;136;974;1.011;64;1
1;975;-200;4;681;136;889;110;948;813;63;1
1;993;-200;4;727;194;810;128;989;1.001;69;1
1;872;-200;2;587;168;1.082;132;866;655;55;0
1;1.017;-200;6;818;254;842;156;1.034;933;55;0
2;1.070;-200;9;928;410;701;185;1.112;1.088;48;0
1;915;-200;3;658;166;957;121;866;562;38;0
1;978;-200;5;772;162;870;117;955;586;30;0
2;968;-200;5;777;188;830;133;929;617;28;0
2;1.008;-200;7;843;199;787;136;998;705;29;0
2;1.025;-200;8;913;272;724;162;1.035;814;29;0
2;983;-200;6;806;180;820;132;966;615;28;0
2;1.018;-200;7;868;255;751;162;1.015;804;30;0
2;1.101;-200;8;916;251;721;159;1.125;861;39;1
2;1.116;-200;8;888;258;695;156;1.176;980;56;1
3;1.161;-200;9;945;344;654;177;1.205;1.077;58;1
3;1.212;-200;11;1.010;380;622;185;1.284;1.214;63;1
3;1.225;-200;10;985;464;635;199;1.255;1.169;70;1
2;1.154;-200;8;891;304;697;166;1.197;1.079;75;1
2;1.140;-200;7;856;258;707;152;1.171;1.147;74;1
2;1.201;-200;9;949;358;665;170;1.220;1.260;72;1
2;1.011;-200;5;742;278;842;160;998;929;60;1
1;867;-200;2;590;116;1.088;100;826;465;48;0
1;856;-200;2;545;-200;1.166;-200;803;398;47;0
1;859;-200;1;527;60;1.203;57;810;342;53;1
1;859;-200;1;479;51;1.285;48;822;313;65;1
1;842;-200;1;454;33;1.433;32;788;292;59;1
1;856;-200;1;505;80;1.246;72;833;367;58;1
1;867;-200;1;500;103;1.219;86;818;387;55;1
1;877;-200;2;541;93;1.148;79;829;399;49;1
1;869;-200;1;535;108;1.162;87;783;376;40;0
1;900;-200;2;582;107;1.081;85;792;377;34;0
1;899;-200;2;603;122;1.055;97;782;379;30;0
1;895;-200;3;624;122;1.002;96;787;387;24;0
1;992;-200;7;844;156;830;113;990;552;27;0
3;1.104;-200;13;1.095;246;609;163;1.210;930;26;0
2;933;-200;4;711;205;912;146;850;554;28;0
2;973;-200;5;778;257;839;167;916;723;30;0
2;1.069;-200;9;923;228;735;162;1.036;875;33;0
3;1.055;-200;6;821;321;797;194;942;949;38;0
2;1.032;-200;5;778;270;834;185;926;869;41;0
2;982;-200;4;714;203;879;158;905;747;44;0
1;968;-200;4;680;201;918;156;891;740;47;0
1;979;-200;4;718;207;883;157;903;807;46;0
1;935;-200;3;666;180;939;141;836;653;46;0
1;942;-200;3;666;140;960;116;848;553;49;0
1;883;-200;2;561;93;1.080;84;785;412;51;0
1;841;-200;1;470;-200;1.311;-200;708;289;51;0
0;843;-200;1;443;35;1.490;34;730;262;57;1
0;872;-200;1;460;47;1.359;45;755;288;63;1
1;862;-200;1;474;68;1.312;59;753;310;55;0
1;917;-200;2;562;131;1.099;99;827;418;51;0
2;1.022;-200;5;771;289;812;165;941;769;45;0
2;1.022;-200;7;837;322;755;168;978;881;41;0
2;961;-200;6;789;330;839;169;910;816;34;0
1;912;-200;4;731;339;912;162;811;684;28;0
1;896;-200;4;731;316;911;155;799;627;25;0
1;890;-200;4;726;218;921;136;779;523;26;0
1;891;-200;5;740;177;919;124;788;502;25;0
1;894;-200;5;737;278;913;158;805;604;26;0
1;907;-200;5;753;313;886;167;819;682;27;0
2;973;-200;6;827;351;825;176;888;846;27;0
3;1.035;-200;10;961;374;726;204;985;1.027;28;0
4;1.146;-200;15;1.147;431;621;209;1.148;1.315;31;0
4;1.176;-200;15;1.162;468;600;224;1.137;1.363;33;0
3;1.057;-200;9;935;368;720;211;982;1.236;37;0
2;974;-200;5;763;239;861;174;865;1.076;41;0
2;1.044;-200;7;834;292;781;181;924;1.200;44;0
2;988;-200;4;734;205;860;157;868;1.081;48;0
2;1.016;-200;5;781;255;799;154;918;1.174;52;0
1;929;-200;3;659;220;920;147;851;1.033;54;0
1;876;-200;2;576;-200;1.040;-200;815;900;57;0
-200;872;-200;2;558;114;1.054;101;807;853;59;0
1;888;-200;2;574;153;1.035;114;820;886;57;0
1;927;-200;3;638;224;949;134;846;949;58;0
1;991;-200;6;786;295;817;144;931;1.037;61;0
3;1.317;-200;18;1.247;667;558;182;1.360;1.571;59;0
6;1.402;-200;26;1.462;867;449;223;1.599;1.885;48;0
4;1.222;-200;16;1.188;666;554;219;1.265;1.683;35;0
3;1.109;-200;12;1.060;595;650;215;1.091;1.412;26;0
2;959;-200;7;875;421;797;191;864;1.006;17;0
2;964;-200;8;902;292;780;162;882;855;17;0
2;1.006;-200;11;1.006;308;705;165;988;964;17;0
2;1.002;-200;10;968;347;732;171;920;886;16;0
2;997;-200;10;975;377;739;164;926;947;15;0
2;1.019;-200;10;964;325;729;168;957;984;17;0
3;1.192;-200;17;1.196;508;581;204;1.222;1.450;24;0
5;1.399;-200;23;1.387;768;487;242;1.499;1.837;34;0
6;1.419;-200;24;1.408;764;466;246;1.531;1.899;39;0
3;1.250;-200;13;1.094;500;600;215;1.198;1.629;42;0
2;1.156;-200;8;916;463;687;206;1.055;1.490;44;0
1;1.064;-200;5;783;258;785;167;954;1.319;46;0
1;1.066;-200;5;771;214;795;145;949;1.247;50;0
1;1.031;-200;5;741;191;821;133;927;1.144;52;0
1;973;-200;3;663;154;889;117;887;1.014;54;0
1;937;-200;2;600;-200;985;-200;873;885;53;0
1;930;-200;3;616;113;969;90;893;875;57;0
1;949;-200;3;640;167;902;112;909;971;64;0
1;979;-200;4;707;235;851;120;959;1.048;65;0
2;1.094;-200;7;865;372;708;141;1.061;1.223;65;0
4;1.450;-200;21;1.322;877;490;190;1.497;1.756;62;0
6;1.508;-200;27;1.479;900;419;215;1.685;2.014;53;0
4;1.374;-200;19;1.255;733;504;215;1.375;1.855;44;0
